scenario,LPI_final,CI_low,CI_high,time,LPI_final_true,CI_low_true,CI_high_true,overlap,residual_error_sd,residual_error_mean,dtbar,dtbar_variance,lpi_nocorrection,lpi_correction,lpi_variance,lpi_bias,CI_width_diff,CI_width_reldiff,percentile_LPIcorrected,percentile_LPInotcorrected,direction,N0,lambda,interaction,Observation_error,Process_error,Lag
scenario1D,0.7262840131075229,0.7167576957066315,0.7373032188480451,6,0.7342387721897597,0.7332180713728841,0.735225316137963,0.05895009303847768,0.03305343468032911,0.001924284531636633,-0.032849649403883734,8.570026914370392e-4,0.7273490230554601,0.729123741249774,7.366867979993489e-4,-0.0017747181943138512,0.08585101821579971,0.11774547084236277,0.737,0.593,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.6770153362307542,0.6679846748258284,0.6870914229240873,7,0.6835065115408517,0.6825193546581352,0.6844880217835468,0.0718398226042084,0.02909917271359402,-0.005883673694856151,-0.03646784296770377,8.570026918454489e-4,0.6687672802292063,0.6707930492795064,7.245135299173606e-4,-0.0020257690503001635,0.08640706477058835,0.12881329772781264,0.088,0.036,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.6259311770318777,0.6169552076075477,0.63552760867278,8,0.6330211578654817,0.6320015717934356,0.6340500027675768,0.14325961714929364,0.02669020142182885,0.010174956244046584,-0.022879410331625362,8.57002691283796e-4,0.6344473774825129,0.6367756992505946,7.713000599108795e-4,-0.0023283217680817314,0.09029497348111443,0.1418002816178135,0.983,0.963,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.5757031435246149,0.566948708600209,0.585784546409016,9,0.5829162336951195,0.5818382748069928,0.5839880054472171,0.1644825767896415,0.021931710635655584,-0.005566365117835759,-0.044152610895955846,8.570026931930396e-4,0.5731166104449317,0.5756069369482107,6.993216360709246e-4,-0.0024903265032790722,0.08482734750073403,0.1473702661584953,0.478,0.278,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.5302135262515468,0.5213607547260432,0.5396385971236428,10,0.5337675680288987,0.5322940488363088,0.5351652231301108,0.040393266184546486,0.028312175213139786,-0.0016373363210150371,-0.03414855443682287,8.570026929883928e-4,0.5297786364619376,0.5324767481727803,7.32293328837645e-4,-0.0026981117108427766,0.08780095948218586,0.164891631012019,0.689,0.456,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.49005951400323305,0.48033212346792054,0.5003476339416459,11,0.48705481647329535,0.4850321727846831,0.4888646714392288,0.059823838815388844,0.023019053373112244,-4.2163259826482057e-4,-0.039615720917469954,8.570026941559844e-4,0.4835915685426227,0.48644559777076124,7.14086372872711e-4,-0.0028540292281385438,0.08473627633734157,0.1741947644827362,0.22,0.088,decline,1000,1.5,0,0.05,0.1,0
scenario1E,1,1,1,1,1,1,1,NA,0.020454842649971675,-6.987303893882912e-4,NA,NA,1,1,NA,0,NA,NA,NA,NA,stable,1000,1.5,0,0.05,0.1,0
scenario1E,1.0001475572015248,0.9962682136251426,1.0037855106554618,2,1,1,1,0.09733902285280753,0.021248605295055643,3.4473446966187816e-5,3.6586539313137944e-4,2.6158951785484446e-4,1.0008427911493094,1.000973696140902,2.6203063432187406e-4,-1.3090499159251756e-4,0.05593715544737256,0.05588274263652436,0.659,0.635,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9997078029247803,0.9938203727806448,1.0054455315616755,3,1,1,1,5.75264992158715e-14,0.015266215827591812,0.0032246326044768183,0.002657652541552454,2.61589517786401e-4,1.0069861977380865,1.0072495038627058,2.6481076893129226e-4,-2.6330612461933356e-4,0.052165030117465414,0.05178958134743923,0.997,0.995,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9982980377726958,0.9917461402061948,1.0049677145436575,4,1,1,1,0.05389410045246677,0.018872713808029986,-0.0027439461599000014,-0.0065896102698265475,2.6158951806697604e-4,0.9918223890228832,0.9922105552964813,2.537704893941517e-4,-3.881662735980562e-4,0.04922471336826315,0.04961115673029136,0.037,0.026,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9960706285870569,0.9884923871348325,1.0038336133572088,5,1,1,1,0.0520572889832032,0.022186211066615426,0.0019010471163157794,0.003837238900547676,2.615895177611979e-4,1.0006245329790788,1.0011480996443463,2.662531870895431e-4,-5.235666652674276e-4,0.04862245858465114,0.048566699174601706,0.901,0.867,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9937517730575811,0.9856406593827234,1.002355822918514,6,1,1,1,0.05022858270175997,0.02280525180211214,0.0012590167560208477,-0.0011488383551098813,2.6158951792349414e-4,0.9979810807335063,0.9986337134641854,2.602092079801671e-4,-6.526327306790591e-4,0.0465183621725425,0.04658200654089055,0.872,0.831,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9923058188604653,0.9839166883740144,1.0015969505379956,7,1,1,1,0.10005599460577014,0.022323840543283454,-0.005921050024003472,-0.008053168701685914,2.61589518084527e-4,0.979645932237409,0.9804149664088228,2.520658436954486e-4,-7.690341714137183e-4,0.04455593775665775,0.045445999177126384,0.001,0.001,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9924389637463183,0.9840183992963182,1.0019803148019442,8,1,1,1,0.09863210337052242,0.016280559473804596,0.005510292390984328,0.011598493919235241,2.615895175335975e-4,1.006161356513638,1.007085540514436,2.7594169312041575e-4,-9.241840007980784e-4,0.04715513627933704,0.04682336741251335,0.999,0.999,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9942680224037548,0.9851124280587068,1.0042569394796148,9,1,1,1,0.07597468600692793,0.013819860866482174,-0.004862187867822254,-0.009870940472799572,2.6158951814553224e-4,0.9835505667043882,0.9845818376336628,2.4996457048424343e-4,-0.0010312709292745748,0.04283173867450417,0.04350246677050805,0.017,0.012,stable,1000,1.5,0,0.05,0.1,0
scenario1E,0.9973529447563536,0.987417913870954,1.0083514405087481,10,1,1,1,0.009291242006670123,0.016861357166849507,-7.360626646621627e-4,0.005753905184258871,2.615895177236573e-4,0.9966681917146596,0.9978457558859959,2.686136928880371e-4,-0.0011775641713362983,0.04331307210793507,0.043406580478439795,0.535,0.452,stable,1000,1.5,0,0.05,0.1,0
scenario1E,1.0010267166568452,0.9903401506630564,1.0142426063170757,11,1,1,1,0.14783374045455633,0.011351867899914188,0.003032514791004126,0.005084875640789587,2.615895177109722e-4,1.0084061224187344,1.0097298901144376,2.6778736905867155e-4,-0.001323767695703193,0.04024524756209873,0.03985743905980394,0.923,0.891,stable,1000,1.5,0,0.05,0.1,0
scenario1F,1,1,1,1,1,1,1,NA,0.015281348711503488,-0.011804568136323546,NA,NA,1,1,NA,0,NA,NA,NA,NA,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.0941487113906911,1.0799179086770114,1.1109186918025586,2,1.1057405190569092,1.1015317318692492,1.1101397416273937,0.006506144965029727,0.021552555985325385,0.005878305327066191,0.0561854589541895,0.0014442545683136005,1.1381131962609186,1.1389350588523974,0.0018707453217506934,-8.218625914788724e-4,0.13854750177332711,0.12164653348447188,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.187350483265054,1.1699306217749903,1.2081067608564662,3,1.2119279005616046,1.2065434284741328,1.216969559855674,0.10726856973618167,0.015719961102497796,0.004792047432848623,0.035955104580062645,0.0014442545689911936,1.2363475243142121,1.2380247810818155,0.001704331062249809,-0.00167725676760333,0.12365535610705491,0.09988116392872357,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.2771609719287491,1.2564977140358216,1.3006359580524829,4,1.3126569453372876,1.3063629322103063,1.3187819149473983,0.11524022365183523,0.01429625370229772,-9.45382822713503e-5,0.027603887980879954,0.0014442545692413462,1.3174812752883032,1.3200381159005605,0.0016400289946885403,-0.0025568406122573606,0.11461106005734709,0.08682405354572414,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.370163492592475,1.3483888506536843,1.3963519863009668,5,1.410313873729307,1.4032013288798844,1.4171657628630934,0.1445873619424124,0.015152116020321592,0.002868167050916526,0.035484174815416734,0.0014442545691881995,1.4296463714457626,1.4332044975791265,0.0017006388648494837,-0.003558126133363926,0.11369297173138448,0.07932780836470098,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.470845925096294,1.445007069169499,1.499166210519246,6,1.5096455689112893,1.5019645456859074,1.5172570102424114,0.06268063865865939,0.016172493308073063,0.0032798090497645482,0.029674634726493038,0.0014442545693460955,1.5307464504704067,1.5353293899004896,0.0016557433509074107,-0.004582939430082922,0.10534889803192055,0.06861647977620529,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.5735119888735067,1.5455539516035932,1.6052384441656382,7,1.6104331622874237,1.6019617466723557,1.6187006835838544,0.01618240818462747,0.012452630182649138,-0.002597337362784935,0.018607951008296594,0.0014442545694998222,1.5977587774403568,1.6032960869705708,0.0015734742943864545,-0.00553730953021403,0.0958103157026042,0.05975834188159086,0.967,0.933,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.6706980434243828,1.6405507314062868,1.7059095451626853,8,1.7091108028657627,1.7002562738554818,1.7180975732123032,0.1419944561237684,0.010016859864088347,0.0039521511433346255,0.03745605440732783,0.001444254569339242,1.7416755953380072,1.7484988458154718,0.001716152427834464,-0.006823250477464571,0.09703294917225347,0.05549500327350737,1,1,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.766666367043006,1.730422886913613,1.8039881248932228,9,1.8056630763147725,1.7959647151427345,1.8150321094396313,0.21486120834019137,0.00899123578057646,-0.00287268535871541,0.014105662175213939,0.0014442545695932934,1.799173014843548,1.8069674859224325,0.0015411860688445197,-0.007794471078884424,0.08032589759451089,0.044453427203481534,0.983,0.95,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.874471250631266,1.8347029114201332,1.9148415642634544,10,1.904798659318298,1.894565963103664,1.9145587324769575,0.011942173694508512,0.009371151810598824,-0.0018634588830398924,0.028892394280272755,0.0014442545694928334,1.9229381821106515,1.9320406375387922,0.0016497895137263712,-0.009102455428140699,0.07908234320847124,0.04093202889832249,0.997,0.989,growth,1000,1.5,0,0.05,0.1,0
scenario1F,1.9993633960206538,1.954515072643444,2.045187340049893,11,2.0101739223406874,1.9990098516460657,2.0210389979862717,0.10180254801584387,0.007203367112717208,-0.0015378919808010983,0.028065232680706414,0.0014442545695162866,2.0513064972930994,2.0617869331904424,0.0016435170568135378,-0.010480435897342932,0.06824576335727373,0.03310029870626308,0.998,0.982,growth,1000,1.5,0,0.05,0.1,0
scenario1G,1,1,1,1,1,1,1,NA,0.01831650936536006,8.323185642410968e-4,NA,NA,1,1,NA,0,NA,NA,NA,NA,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.9422656807144997,0.9344873510206768,0.9517295325495032,2,0.9401900781471415,0.9386801820154745,0.9416987888070515,0.10380486734247561,0.023889321439516893,-0.008524426501115867,-0.03643507991906663,0.0023589907586635,0.9195279192520737,0.920612498183998,0.0019946012170740856,-0.0010845789319243737,0.15782877591999558,0.17143888034469326,0,0,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.8847618963021593,0.876037865788106,0.8943015341565099,3,0.8845362206537665,0.8823822246175564,0.8866707519473149,0.05400820721649628,0.01734781685040429,0.006556878621317408,-0.012554385194029802,0.0023589907579559797,0.8933271533302543,0.8955267157543422,0.0022264731852171316,-0.0021995624240879197,0.16670356536049344,0.18615141505864688,0.985,0.95,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.8282952821076331,0.8186317614974654,0.8380706375314768,4,0.8317878109607558,0.8292939814061254,0.8343862685061574,0.0776699479390224,0.024547758336787788,-0.002561131820806972,-0.03572166159973622,0.0023589907589526855,0.8227897509573614,0.8259019972585072,0.0020011650822363137,-0.0031122463011458157,0.15591990794807514,0.18878742086304973,0.354,0.144,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.7755453574168274,0.7663471469170732,0.7855985900775928,5,0.7799957121814863,0.7774914563860763,0.7825088002510991,0.1326054839076855,0.028815524417725117,0.005060236958895436,-0.02208948020718077,0.0023589907585091635,0.7819867475740021,0.7860656573005501,0.002130822525098096,-0.004078909726548008,0.1616990231269906,0.20570676460066417,0.981,0.905,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.7260538890506908,0.7167459771969448,0.7365715664504648,6,0.7285413573222588,0.7261127136528126,0.7310146811784356,0.03076252072487438,0.03578919909989323,0.0024036470511143437,-0.03141556709172164,0.002358990759165794,0.7274176356915659,0.7323090953252195,0.0020412448660607225,-0.004891459633653561,0.15728055154864265,0.21477345092756786,0.883,0.628,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.6762572464289847,0.6671197979953353,0.686757770867988,7,0.6781846151323573,0.6759837448364271,0.6806689205059643,0.07160967308693712,0.02942802686673531,-0.0071700455559886465,-0.0381919365266097,0.0023589907597279646,0.6661804590508524,0.6717403346977182,0.001978528755941188,-0.005559875646865775,0.15472619854824063,0.23033632276654506,0.181,0.014,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.6245930202401132,0.6151794704862813,0.6352056531429534,8,0.6292011675279503,0.6268015312691031,0.6316670802964793,0.1805204122733437,0.027645821079953253,0.0103863867840704,-0.021437017846828155,0.0023589907589674666,0.6340957927192151,0.6405105813178938,0.0021372346368125385,-0.006414788598678722,0.16119633891036764,0.2516685026166082,0.998,0.962,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.5740999533500206,0.5639039453851729,0.5841333258793994,9,0.5806855941742574,0.5781913825158917,0.5831990483641488,0.20980097726315527,0.020672453197643256,-0.005590051892717029,-0.044623382644793215,0.002358990761032024,0.5721784395371713,0.5790311668482669,0.0019207881807061919,-0.006852727311095652,0.1515716657773362,0.26176771554864336,0.821,0.358,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.5287295575638246,0.5186255963115176,0.5390355128831971,10,0.532234771599783,0.5286305296395779,0.5356426611785332,0.02045245383262946,0.027934943817106445,1.9101529094479598e-4,-0.0331271370905593,0.0023589907606554974,0.5301568191268456,0.5375991436507267,0.002025218872099621,-0.00744232452388105,0.15599961626663292,0.29017831986723636,0.955,0.604,decline,1000,1.5,0,0.05,0.2,0
scenario1G,0.4888980424300273,0.47884806514439165,0.4991239489464848,11,0.48542411099410926,0.4802599964122239,0.4903643824301546,0.13053914390380517,0.023334084831954018,-0.0015848274999601731,-0.0429845152079296,0.0023589907624352816,0.48019743583069646,0.4880067776353369,0.0019353397193772486,-0.007809341804640435,0.15217470118919804,0.31182907320789427,0.438,0.056,decline,1000,1.5,0,0.05,0.2,0
scenario1H,1,1,1,1,1,1,1,NA,0.020454842649971675,-6.987303893882912e-4,NA,NA,1,1,NA,0,NA,NA,NA,NA,stable,1000,1.5,0,0.05,0.2,0
scenario1H,1.0001475572015248,0.9964556364655197,1.0037472869256332,2,1,1,1,0.08954420050690072,0.021248605295055643,3.4473446966187816e-5,3.6586539313137944e-4,0.0017615895178548454,1.0008427911493094,1.001724328234264,0.0017645600732151855,-8.815370849546422e-4,0.15737448421564135,0.15710358606648278,0.787,0.626,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9997078029247803,0.9943723432706326,1.0049669769970004,3,1,1,1,2.002368712869178e-13,0.015266215827591812,0.0032246326044768183,0.002657652541552454,0.001761589517786402,1.0069861977380865,1.0087593471860146,0.0017832819858142354,-0.0017731494479280574,0.15494274666493796,0.15359733428707117,0.999,0.999,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9982980377726958,0.9918625660574856,1.004809137456158,4,1,1,1,0.05185104828675041,0.018872713808029986,-0.0027439461599000014,-0.0065896102698265475,0.0017615895180669772,0.9918223890228832,0.9944363685288533,0.001708934812888821,-0.0026139795059700877,0.1491033465549469,0.14993754379229615,0.116,0.023,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9960706285870569,0.9884265451597043,1.0039690446039755,5,1,1,1,0.052057288983203,0.022186211066615426,0.0019010471163157794,0.003837238900547676,0.0017615895177611988,1.0006245329790788,1.004150322379819,0.0017929954818588013,-0.003525789400740109,0.15044510784143877,0.14982329287599735,0.977,0.859,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9937517730575811,0.9859501624961785,1.0021753439722716,6,1,1,1,0.050021123405048364,0.02280525180211214,0.0012590167560208477,-0.0011488383551098813,0.001761589517923495,0.9979810807335063,1.002376023568807,0.0017522942696010387,-0.00439494283530073,0.1478676418416785,0.14751713764582905,0.979,0.812,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9923058188604653,0.9841494388064537,1.0009067690511355,7,1,1,1,0.10004457625286002,0.022323840543283454,-0.005921050024003472,-0.008053168701685914,0.001761589518084528,0.979645932237409,0.9848247427115028,0.001697455430830965,-0.005178810474093742,0.14474740384172485,0.1469778302311882,0.038,0,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9924389637463183,0.9841284583704375,1.001094752546835,8,1,1,1,0.09824624894038951,0.016280559473804596,0.005510292390984328,0.011598493919235241,0.0017615895175335985,1.006161356513638,1.0123849730473253,0.0018582395756319447,-0.006223616533687304,0.15201433375174908,0.15015467218382247,1,1,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9942680224037548,0.9857224967779625,1.003447157872414,9,1,1,1,0.06689848602669028,0.013819860866482174,-0.004862187867822254,-0.009870940472799572,0.001761589518145533,0.9835505667043882,0.9904953253237285,0.0016833050895709756,-0.006944758619340297,0.14310549568089784,0.144478718901703,0.201,0.009,stable,1000,1.5,0,0.05,0.2,0
scenario1H,0.9973529447563536,0.9880498620184038,1.0080184660199019,10,1,1,1,0.0038865581154963135,0.016861357166849507,-7.360626646621627e-4,0.005753905184258871,0.0017615895177236583,0.9966681917146596,1.0045981145866003,0.0018088915405566142,-0.00792992287194072,0.14675317312677383,0.14608147377139352,0.904,0.427,stable,1000,1.5,0,0.05,0.2,0
scenario1H,1.0010267166568452,0.9905452090064744,1.0124012113986702,11,1,1,1,0.1395200132596254,0.011351867899914188,0.003032514791004126,0.005084875640789587,0.001761589517710973,1.0084061224187344,1.017320605368684,0.001803326931587401,-0.008914482949949676,0.14460913798723804,0.14214706477397132,0.998,0.879,stable,1000,1.5,0,0.05,0.2,0
scenario1I,1,1,1,1,1,1,1,NA,0.015552575498449368,-0.013355181304530983,NA,NA,1,1,NA,0,NA,NA,NA,NA,growth,1000,1.5,0,0.05,0.2,0
scenario1I,1.0897960269488665,1.0771358935811663,1.1064794723179483,2,1.0986096562952457,1.093582049789814,1.1041333980581143,0.007833702307240507,0.0236730270178024,0.006292465630970368,0.057098376383432,0.0028396930290370856,1.1405081061922606,1.1421274526516179,0.0036937555272613027,-0.0016193464593572404,0.20889941682469954,0.1829037699248964,1,1,growth,1000,1.5,0,0.05,0.2,0
scenario1I,1.1809600407043106,1.164115446924079,1.2014010235464998,3,1.1997892904004284,1.1933708374390117,1.2067641565849025,0.11266735922518312,0.02004408505169229,0.005290261723747891,0.035389360185486815,0.0028396930297421197,1.2373362500438747,1.2406334678518622,0.0033423360699230812,-0.003297217807987529,0.18934114948212777,0.15261650954005704,1,1,growth,1000,1.5,0,0.05,0.2,0
scenario1I,1.2716551121994275,1.2527647454965403,1.2948803225959842,4,1.299276109811748,1.2915401391571402,1.3071034056779973,0.13971308715483888,0.01586986418937686,-1.9065367741195606e-4,0.026655126332474487,0.0028396930299845326,1.3156575518132283,1.3206731983674265,0.003210566339682422,-0.005015646554198172,0.1799989127522899,0.13629330327502576,1,1,growth,1000,1.5,0,0.05,0.2,0
scenario1I,1.365759921417922,1.3437963785169242,1.3915104797147069,5,1.397656544126049,1.3890805911651731,1.4066673066635849,0.10318357054946403,0.017096426657344614,0.0036860591306350442,0.03654968256057116,0.002839693029908489,1.4311743546409021,1.4381748941257755,0.0033602435844049226,-0.007000539484873336,0.17951892240442138,0.12482412475538707,1,1,growth,1000,1.5,0,0.05,0.2,0
scenario1I,1.4656236832246812,1.4415911025592694,1.4928851860762717,6,1.4970875797259913,1.4876107240342213,1.507005120957255,0.07261733991387026,0.01651249253667034,0.003971385894665169,0.029680515473140504,0.002839693030079724,1.5324032378228625,1.5414192090273096,0.0032556103945679113,-0.009015971204447082,0.1723731057779149,0.11182753190593003,1,1,growth,1000,1.5,0,0.05,0.2,0
