scenario,LPI_final,CI_low,CI_high,time,LPI_final_true,CI_low_true,CI_high_true,overlap,residual_error_sd,residual_error_mean,dtbar,dtbar_variance,lpi_nocorrection,lpi_correction,lpi_variance,lpi_bias,CI_width_diff,CI_width_reldiff,percentile_LPIcorrected,percentile_LPInotcorrected,direction,N0,lambda,interaction,Observation_error,Process_error,Lag
scenario1A,0.4867143528760782,0.4734575838429166,0.49893645503585526,11,0.487298453462453,0.487298453462453,0.487298453462453,0.04210686646079677,0.03242925838061423,-0.017133138937869486,-0.05374123191985108,9.458344396140824e-4,0.4723478086557599,0.4754566493488303,7.384696643649081e-4,-0.0031088406930703805,0.08104633826706156,0.1704599954129571,0.044,0.014,decline,1000,1.5,0,0.05,0,0
scenario1B,1,1,1,1,1,1,1,NA,0.015003775395292743,0.002956711330569084,NA,NA,1,1,NA,0,NA,NA,NA,NA,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9946057323720903,0.9837498869051536,1.004519142416955,2,1,1,1,0.15783187105696966,0.0170383152762379,-7.163772367393406e-4,-0.005439007240671253,4.7361836826486145e-4,0.9875543191425356,0.9877881810751381,4.6190272324944025e-4,-2.338619326025526e-4,0.06347907982213974,0.06426385842463433,0.115,0.102,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9901527068193704,0.9780566047313904,1.0020502591967138,3,1,1,1,0.1264354643350109,0.01600588265978577,-6.432822510582858e-4,-0.0018725527400119972,4.736183681555679e-4,0.9833054358724265,0.9837740819596025,4.695517155647995e-4,-4.6864608717600564e-4,0.06094938222430142,0.061954653351809115,0.136,0.118,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9870695560149615,0.9731699773754364,1.0000719165054999,4,1,1,1,0.12146418394747571,0.02655820393129262,-0.0024731618052861947,-0.0031356934640697385,4.736183682302203e-4,0.976231341877061,0.9769317219634537,4.6682827242172496e-4,-7.003800863927268e-4,0.05779440060986389,0.05915909915762357,0.065,0.057,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9852649692520528,0.9704968113085312,1.000198000888332,5,1,1,1,0.04778383320718814,0.02108447332937023,0.0033987422864798942,0.00452222273845164,4.7361836797991545e-4,0.9864497550263168,0.9873967540485002,4.8358517940946604e-4,-9.469990221834257e-4,0.05650184575467923,0.057223041824891296,0.592,0.546,stable,1000,1.5,0,0.05,0,0
scenario1B,0.984698747884965,0.9695586519294095,1.0002767521847205,6,1,1,1,0.1478918500771522,0.018283774644273967,-0.00254907720489167,-0.0064385022292599405,4.736183682969594e-4,0.9719333113145345,0.9730996987803724,4.597815423389814e-4,-0.0011663874658378592,0.05333656702853308,0.05481099942316506,0.075,0.048,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9855897395851594,0.9681467153694594,1.0028536149946157,7,1,1,1,0.11428940046696108,0.018173089786890206,-0.0019010144406020114,0.0013881913058170967,4.7361836806765256e-4,0.9750449972464983,0.9764526862902662,4.7665584139048494e-4,-0.001407689043767868,0.050876301536886895,0.05210319173802048,0.151,0.106,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9878845838450869,0.9694570287717995,1.0089035377265143,8,1,1,1,0.15749441929456112,0.021795442718329883,-0.0019902516606577934,0.0019126567980507507,4.7361836807916245e-4,0.9793486188093942,0.9810003754694313,4.7780847717382376e-4,-0.0016517566600371403,0.04624010717431579,0.04713566715220555,0.254,0.202,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9908454656684851,0.9704011533758878,1.01247872049703,9,1,1,1,0.08570635323262084,0.021355124351268153,-0.0012935160535670009,0.002348595622199114,4.7361836805784546e-4,0.9846591269375485,0.9865579335110881,4.7876867581149793e-4,-0.0018988065735395798,0.04369510323480395,0.0442904585230958,0.34,0.286,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9935474973118962,0.9723976222095572,1.0168614623879173,10,1,1,1,0.12746621066777286,0.01542451839089592,0.007853449627502096,0.009477472449657765,4.736183678300839e-4,1.0063832114668059,1.0085659443391766,4.947473557284962e-4,-0.0021827328723706962,0.04272839437877439,0.04236549391598831,0.897,0.861,stable,1000,1.5,0,0.05,0,0
scenario1B,0.9957488731893642,0.9708671625959135,1.0218648238944312,11,1,1,1,0.03856398483905433,0.015152374776517904,-0.00264222259175344,-0.011093323961302306,4.7361836843151086e-4,0.9810023760699846,0.9833608976346012,4.5003043901959875e-4,-0.002358521564616578,0.032160908543385935,0.03270509191564005,0.16,0.122,stable,1000,1.5,0,0.05,0,0
scenario1C,1,1,1,1,1,1,1,NA,0.011840367633327534,-0.009131378630365361,NA,NA,1,1,NA,0,NA,NA,NA,NA,growth,1000,1.5,0,0.05,0,0
scenario1C,1.0927042273181617,1.0757076407503465,1.1115307757807784,2,1.1123085323763533,1.1123085323763533,1.1123085323763533,0.05777233986314567,0.01614477587626058,0.0048397516464908415,0.050078320566403434,7.029350495930333e-4,1.1222208170969432,1.1226152412698034,8.852620350998901e-4,-3.9442417286017495e-4,0.08081001007060254,0.07198371009037556,0.998,0.998,growth,1000,1.5,0,0.05,0,0
scenario1C,1.1793421721614261,1.1578415970460332,1.203750594660608,3,1.2224814643311537,1.2224814643311537,1.2224814643311537,0.11268306789948468,0.012904380339666474,0.0015327302888201277,0.03136838035861978,7.029350501925508e-4,1.206276038094911,1.2070777976671367,8.121793807911042e-4,-8.017595722258353e-4,0.06580614566058027,0.05451690503110964,0.985,0.985,growth,1000,1.5,0,0.05,0,0
scenario1C,1.26847629421165,1.244267222604152,1.2958887967969355,4,1.3228083151631675,1.3228083151631675,1.3228083151631675,0.1811168756727106,0.01783194893660702,7.416061242653705e-4,0.03209869989266715,7.029350502918882e-4,1.298809333280852,1.3000510242953103,8.149155383582348e-4,-0.0012416910144583682,0.060281589876102354,0.046368633807106034,0.984,0.982,growth,1000,1.5,0,0.05,0,0
scenario1C,1.3594557817026278,1.3328968909222305,1.389094891947968,5,1.418006597560284,1.418006597560284,1.418006597560284,0.10768928475664039,0.015691271298941604,0.003992363788909414,0.03574369155695701,7.029350503021093e-4,1.4102272176101194,1.4119570446732264,8.287100050005167e-4,-0.0017298270631069812,0.05664830782324501,0.040120418703215796,1,0.999,growth,1000,1.5,0,0.05,0,0
scenario1C,1.4501817543726043,1.4205283458193927,1.4838627675533884,6,1.516334092300804,1.516334092300804,1.516334092300804,0.12058368849283861,0.012917250135152552,-7.634055434075915e-5,0.02310815405947729,7.029350505402958e-4,1.4872954400880027,1.4894904763999661,7.818645225227287e-4,-0.002195036311963383,0.04627599291211926,0.03106833755927485,0.988,0.981,growth,1000,1.5,0,0.05,0,0
scenario1C,1.5522924147357162,1.5184843468944755,1.588978090680959,7,1.6184234399067783,1.6184234399067783,1.6184234399067783,0.0442678363676861,0.011593091007301276,5.391797270786868e-4,0.0288992281347271,7.029350505072102e-4,1.5896315528542544,1.5923532735964796,8.029965056432539e-4,-0.0027217207422252088,0.040588052671426345,0.0254893517314499,0.982,0.976,growth,1000,1.5,0,0.05,0,0
scenario1C,1.6653382715402985,1.6251381994232956,1.7086968789108126,8,1.7188111678686253,1.7188111678686253,1.7188111678686253,0.0997072956321114,0.013055049933722132,5.490438131068975e-4,0.027826844407981284,7.029350505698768e-4,1.6948189801089553,1.6980955241583435,7.990406757814588e-4,-0.0032765440493882636,0.02724916608457334,0.016046898243889617,0.93,0.913,growth,1000,1.5,0,0.05,0,0
scenario1C,1.7769052983577214,1.7329951593206996,1.8241132699567073,9,1.8156656172955616,1.8156656172955616,1.8156656172955616,0.15819499182453728,0.011898869784646155,8.43012817527633e-5,0.026780424381850944,7.029350506095627e-4,1.8026181658992209,1.8064769376308272,7.95199407767467e-4,-0.003858771731606314,0.019423068023883563,0.010751904781777443,0.89,0.858,growth,1000,1.5,0,0.05,0,0
scenario1C,1.882804871964889,1.8355681436959672,1.9358264992813656,10,1.9136430368782003,1.9136430368782003,1.9136430368782003,0.11632590293079867,0.008461200693385611,0.0027580034318854807,0.03260986061976672,7.029350505861928e-4,1.943182559743504,1.947721104650641,8.168360949143514e-4,-0.004538544907137121,0.011776595072384655,0.006046345672522247,0.993,0.988,growth,1000,1.5,0,0.05,0,0
scenario1C,1.9804572510883767,1.9203674418663983,2.0426187512283245,11,2.0171483887835575,2.0171483887835575,2.0171483887835575,0.050196483154258655,0.0071988607132535696,-0.005829260917610046,0.010863329495991461,7.029350507741863e-4,1.992401836968801,1.997415709548353,7.389956096531749e-4,-0.005013872579551881,-0.015688172507878267,-0.007854235066282527,0.723,0.664,growth,1000,1.5,0,0.05,0,0
scenario1D,1,1,1,1,1,1,1,NA,0.0184719581086406,5.063395174606744e-4,NA,NA,1,1,NA,0,NA,NA,NA,NA,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.9430382939179341,0.9353243039298861,0.952284844057333,2,0.941696065311893,0.9409483711332575,0.9423987518193091,0.10694573985889902,0.023378420288649348,-0.008044795134379567,-0.035617140508295085,8.570026908517244e-4,0.9212613670874755,0.9216561288227614,7.27357471846537e-4,-3.9476173528585345e-4,0.08876015725666334,0.09630506919108472,0,0,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.8856905023036026,0.8768355957249149,0.8965486212982787,3,0.887213575320738,0.886285038809754,0.8881548489622154,0.060358781122187545,0.017148288568892573,0.006559268180191802,-0.012854905002335803,8.570026901860909e-4,0.8943920999442203,0.8951913519497554,8.077414602709463e-4,-7.992520055351005e-4,0.09169648198818794,0.10243226969124543,0.962,0.946,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.8288306502590418,0.8195600280420245,0.8396162582052715,4,0.8355417124248359,0.8344707545266389,0.8365523945581969,0.16094127691138402,0.02280725878520934,-0.0033096408190238847,-0.03645322420837086,8.570026911860351e-4,0.8223841477412484,0.8235130540602631,7.245623066107547e-4,-0.0011289063190147441,0.0854611344186241,0.10377629595215891,0.143,0.081,decline,1000,1.5,0,0.05,0.1,0
scenario1D,0.7756943419492099,0.7669548159057967,0.7862350270908137,5,0.7849168301004779,0.7838220937569577,0.7859674386142101,0.08029561383812513,0.027701471933425606,0.005698595212030167,-0.020482221031553678,8.570026906577031e-4,0.7844992075902185,0.7859848698344729,7.798619716328834e-4,-0.0014856622442543932,0.09018974360121437,0.1147474297058774,0.969,0.945,decline,1000,1.5,0,0.05,0.1,0
